title,discription,illutration,link
OH BABY,More women to get IVF as 'postcode lottery' set to be abolished,https://www.thesun.co.uk/wp-content/uploads/2022/07/NINTCHDBPICT000647633908-1.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/19263025/more-women-get-ivf-postcode-lottery-abolished/
SHOCK FIND,Women fear they are being misdiagnosed as docs 'miss' life-changing conditions,https://www.thesun.co.uk/wp-content/uploads/2022/07/NINTCHDBPICT000737052005-1.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/19195322/women-fear-misdiagnosed-doctors-miss-life-changing-conditions/
DRUGS JOY,Women fighting advanced breast cancer can access two new drugs on the NHS,https://www.thesun.co.uk/wp-content/uploads/2022/07/NINTCHDBPICT000746894951-1.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/19192073/women-advanced-breast-cancer-drugs-nhs/
ASK DR ZOE,I'm incontinent after giving birth and treatment hasn't worked... help,https://www.thesun.co.uk/wp-content/uploads/2022/07/crop-19166146.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/19166103/im-incontinent-after-giving-birth-dr-zoe/
GYNAE 101,I’m a pharmacist - here’s 11 easy ways to care for your vagina in the heat,https://www.thesun.co.uk/wp-content/uploads/2022/07/NINTCHDBPICT000363869008-1.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/19136465/care-for-your-vagina-in-heat/
ON A MISSION-ARY,Best sex position revealed as ultrasound scanner answers raunchy question,https://www.thesun.co.uk/wp-content/uploads/2022/07/kc-sex-position-comp.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/19130647/best-sex-position-women-orgasm-missionary/
PERIOD POWER,Power of your menstrual cycle - from what to eat when to asking for a pay rise,https://www.thesun.co.uk/wp-content/uploads/2022/07/NINTCHDBPICT000691131077.jpg?strip=all&w=300&h=192&crop=1,https://www.thesun.co.uk/health/19040060/day-cycle-eat-pay-rise/
MIND MATTERS,I'm a GP - here's the truth behind Davina McCall's claims about HRT & dementia,https://www.thesun.co.uk/wp-content/uploads/2022/06/COMP-MA-DAV-MC.jpg?strip=all&w=300&h=192&crop=1,https://www.thesun.co.uk/health/19016937/hrt-cut-risk-dementia/
BIG MISTAKE,Docs said I needed my ‘old womb’ removed to ‘cure’ bloating - they were wrong,https://www.thesun.co.uk/wp-content/uploads/2022/06/comp-ap-6469-bump.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/18964552/wrongly-given-hysterectomy/
HOT STUFF,I'm a sweat expert - here's 5 reasons your 'embarrassing' problem is good for you,https://www.thesun.co.uk/wp-content/uploads/2022/06/NINTCHDBPICT000733841608-2.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/mens-health-and-fitness/18971232/sweat-expert-reasons-embarrassing-problem-good/
BREAST AWARE,What's the average breast size in the UK? And 9 boob facts you need to know,https://www.thesun.co.uk/wp-content/uploads/2022/06/NINTCHDBPICT000741884431-1.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/18953723/average-breast-size-uk-boob-facts-need-know/
HRT ROW,Doctors slam Davina McCall’s claim menopausal women are being short-changed on HRT,https://www.thesun.co.uk/wp-content/uploads/2022/06/crop-18902836.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/18902736/doctors-davina-mccall-hrt-claim/
VAGI-WHAT?,I'm a doctor - here's 3 ways you're peeing WRONG & how to do it cowboy style,https://www.thesun.co.uk/wp-content/uploads/2022/06/MT-PEE-COMP.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/18871766/three-ways-peeing-wrong-why-do-cowboy/
'MIRACLE',I was left in shock when docs told me I got pregnant TWICE in one week,https://www.thesun.co.uk/wp-content/uploads/2022/06/RW-COMP-TWINS-WEIGHTV2.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/18864685/shock-pregnant-twice-week/
MUM’S PAIN,I had part of my privates shaved off after doctors dismissed cancer as thrush,https://www.thesun.co.uk/wp-content/uploads/2022/06/RM-vulva-cancer-comp.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/18845180/clitoris-shaved-off-doctors-dismissed-cancer-thrush/
BE AWARE,I'm a pharmacist and these conditions could affect you down there this summer,https://www.thesun.co.uk/wp-content/uploads/2022/06/NINTCHDBPICT000427001077.jpg?strip=all&w=150&h=100&crop=1,https://www.thesun.co.uk/health/18825119/conditions-most-likely-strike-women-vagina-summer-thrush-bv/
