titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Đại Lão Nào Cũng Tranh Sủng Ta,Chapter 235,"Thể loại:Adventure, Manhua, Ngôn Tình, Shoujo, Truyện Màu, Xuyên Không",Lượt xem:10M,Theo dõi:111K,Tình trạng:Đang tiến hành,"Lam Cận sau 3 năm xuyên không trở về, phát hiện thanh danh của chính mình đã bị làm cho tổn hại. Cô chẳng những có thêm 5 vị hôn phu, mà còn có thêm 5 đứa con trai của sủng mẫu cuồng ma từ tiểu thế giới xuyên tới? Bị gọi là phế vật túi rác, cô ấy vẫn dửng dưng bất động, nhưng hết lần này tới lần khác các đại lão đều tranh sủng cô ấy phải làm sao bây giờ?",//st.nettruyenup.com/data/comics/223/dai-lao-nao-cung-tranh-sung-ta.jpg,https://www.nettruyenup.com/truyen-tranh/dai-lao-nao-cung-tranh-sung-ta-580790
Ta Có Một Sơn Trại,Chapter 533,"Thể loại:Action, Chuyển Sinh, Fantasy, Manhua, Truyện Màu",Lượt xem:70M,Theo dõi:209K,Tình trạng:Đang tiến hành,,//st.nettruyenup.com/data/comics/217/ta-co-mot-son-trai.jpg,https://www.nettruyenup.com/truyen-tranh/ta-co-mot-son-trai-370810
Chuyện Tình Chú Cháu: Vô Pháp Có Được Em,Chapter 70,Tình trạng:Đang tiến hành,Bình luận:678,Ngày cập nhật:11 giờ trước,Lượt xem:2.403K,"Cái gì? người em trai mà gia chủ giang gia nhận nuôi sẽ kết với chính con gái của mình sao? năm 18 tuổi và cái đêm định mệnh ấy, giang thanh ảnh đã không màng đến ánh mắt của người khác mà dứt khoát kiên quyết muốn cùng hắn ở bên nhau. Vvà hàng loạt câu chuyện đã xảy ra vì chuyện này. “Giang Mẫn Hiên, chúng ta sẽ chạy trốn chứ?” “Thanh Ảnh, anh sẽ cưới em.”",//st.nettruyenup.com/data/comics/222/chuyen-tinh-chu-chau-vo-phap-co-duoc-em.jpg,https://www.nettruyenup.com/truyen-tranh/chuyen-tinh-chu-chau-vo-phap-co-duoc-em-580780
Tôi Có Đặc Tính Của Cấp SSS Nhưng Thích Sống Bình Thường,Chapter 40,Tình trạng:Đang tiến hành,Bình luận:1.850,Ngày cập nhật:1 ngày trước,Lượt xem:1.996K,"Cho dù những sinh vật kỳ lạ như quái vật và chòm sao bảo hộ xuất hiện, triết lý sống của tôi vẫn không đổi. nhưng khi đột ngột được thức tỉnh và được ban cho đặc tính của cấp sss, thế là đi tong cuộc sống bình an của tôi. tôi không còn cách nào ngoài việc thăng cấp nếu muốn bảo vệ bản thân!",//st.nettruyenup.com/data/comics/216/toi-co-dac-tinh-cua-cap-sss-nhung-thich-8164.jpg,https://www.nettruyenup.com/truyen-tranh/toi-co-dac-tinh-cua-cap-sss-nhung-thich-song-binh-thuong-61912
Con Trai Út Nhà Ha Buk Paeng,Chapter 34,"Thể loại:Action, Adventure, Manhwa, Martial Arts, Tragedy, Truyện Màu",Lượt xem:609K,Theo dõi:15K,Tình trạng:Đang tiến hành,"Paeing Jihuk là vũ khí mạnh nhất của gia tộc Ha Buk Paeng. Paeng Jihuk đã tới Nakhogok để cứu gia đình mình khỏi sự tấn công của quỷ dữ, nhưng thực ra đó là một cái bẫy. Trên bờ vực cái chết, hắn đã cực kì tức giận khi đã bị vứt bỏ bởi gia đình hắn hằng yêu quý. 'Nếu được quay lại...Nếu mình có thêm một cơ hội nữa...!' Paeng Jihuk những tưởng rằng mình đã chết, cho tới khi thức dậy trong cơ thể một thiếu gia của nhà Ha Buk Paeng.",//st.nettruyenup.com/data/comics/30/con-trai-ut-nha-ha-buk-paeng.jpg,https://www.nettruyenup.com/truyen-tranh/con-trai-ut-nha-ha-buk-paeng-530220
Bác Sĩ Thăng Cấp,Chapter 37,Tình trạng:Đang tiến hành,Bình luận:685,Ngày cập nhật:1 ngày trước,Lượt xem:829K,"Là một cô nhi, Jeong He-jin chưa từng mở lòng với bất cứ ai. Sau khi cố hết sức để trở thành một bác sĩ phẫu thuật lồng ngực, anh gặp một tai nạn thương tâm và tỉnh dậy không phải dưới thân phận ‘Jeon He-jin’, mà là ‘Choi Giseok’. Và còn nữa, anh phải ""Nâng cấp"" kỹ năng lên sao…?Tai nạn đó khiến số phận anh rẽ ngang… Anh còn có thể trở thành ‘Bác sĩ phẫu thuật lồng ngực giỏi nhất’ với tư cách là ‘Choi Giseok’ không?",//st.nettruyenup.com/data/comics/226/bac-si-thang-cap.jpg,https://www.nettruyenup.com/truyen-tranh/bac-si-thang-cap-62946
Thợ Săn Nhà Văn,Chapter 39,"Thể loại:Action, Manhwa, Truyện Màu",Lượt xem:2.400K,Theo dõi:37K,Tình trạng:Đang tiến hành,"Tên tôi là Yu Il-Shin, một tác giả tiểu thuyết hạng ba. Ở Nam Triều Tiên thì tên của tôi cũng có thể là ""Thần"", nhưng đừng cầu nguyện gì cho tôi cả, chỉ là cái tên thôi. Vào một ngày ngẫu nhiên, cuối cùng thì tôi cũng thức tỉnh được ước muốn của bản thân... nhưng mà cái quyền năng tôi sở hữu nó lạ lắm. Quyền năng đó là tôi có thể kết nối được với một thế giới nhỏ thông qua chiếc điện thoại của mình, thế giới của những con kiến yếu đuối tôn thờ tôi như thần!",//st.nettruyenup.com/data/comics/23/tho-san-nha-van.jpg,https://www.nettruyenup.com/truyen-tranh/tho-san-nha-van-72471
Sự Thức Tỉnh Của Hắc Ma Pháp Sư Sau 66666 Năm,Chapter 77,Tình trạng:Đang tiến hành,Bình luận:4.026,Ngày cập nhật:1 ngày trước,Lượt xem:6.263K,"Diablo Volfir, một pháp sư hùng mạnh, đã bị phong ấn do âm mưu của 12 vị thần, nhưng 66666 năm đã trôi qua kể từ đó, và anh ta lại xuống trái đất một lần nữa!",//st.nettruyenup.com/data/comics/133/su-thuc-tinh-cua-hac-ma-phap-su-sau-6666-7637.jpg,https://www.nettruyenup.com/truyen-tranh/su-thuc-tinh-cua-hac-ma-phap-su-sau-66666-nam-426290
Cô bạn gái mà mình thích lại quên mang kính mất rồi,Chapter 99,"Thể loại:Comedy, Manga, Romance, School Life, Slice of Life",Lượt xem:4.974K,Theo dõi:32K,Tình trạng:Đang tiến hành,"Komura là một cậu học sinh đang thích thầm cô bạn gái ngồi kế bên mình tên là Mie-Một cô bé thường hay để quên kính của mình. Và với cục thính cực mạnh và cực kì ngọt từ cô bạn này, thì liệu cậu Komura nhà ta có thể đỡ được không",//st.nettruyenup.com/data/comics/212/co-ban-gai-ma-minh-thich-lai-quen-mang-k-2766.jpg,https://www.nettruyenup.com/truyen-tranh/co-ban-gai-ma-minh-thich-lai-quen-mang-kinh-mat-roi-222280
Ngày Nào Đó Trở Thành Công Chúa Tế Phẩm,Chapter 130,"Thể loại:Manhua, Ngôn Tình, Romance, Truyện Màu",Lượt xem:11M,Theo dõi:115K,Tình trạng:Đang tiến hành,"Công chúa bebejana vừa ra đời thì bị vứt bỏ đi, đánh mất thân phận công chúa trở thành trẻ mồ côi lang thang, đột nhiên có một ngày phụ hoàng tìm kiếm cô ấy trở về, khôi phục thân phận công chúa của cô ấy, nhưng điều cô ấy mong đợi không phải là sự đoàn tụ của người thân và ăn ngon mặc đẹp, mà là trở thành vật tế phẩm của các vị thần. Xuyên không vào bebejana để muốn thay đổi số phận, nhưng lại phát hiện cách tốt nhất chính là trở thành tế phẩm, bởi vì trở thành tế phẩm mới có thể khiến cho cô ấy sống tiếp, âm mưu và nhân quả tiềm ẩn trong đó, dần dần hiện ra trước mắt cô…",//st.nettruyenup.com/data/comics/186/ngay-nao-do-tro-thanh-cong-chua-te-pham.jpg,https://www.nettruyenup.com/truyen-tranh/ngay-nao-do-tro-thanh-cong-chua-te-pham-526660
Ta Ở Hiện Đại Làm Đại Boss,Chapter 13,"Thể loại:Comedy, Manhua, Ngôn Tình, Truyện Màu, Xuyên Không",Lượt xem:243K,Theo dõi:13K,Tình trạng:Đang tiến hành,"Cô vốn là nữ tướng đế quốc, vô tình xuyên việt đến hiện đại, bị một hệ thống chó bắt cóc phải làm nhiệm vụ trở thành ngôi sao hàng đầu. Toàn thân vừa khí phách vừa đẹp vừa một cước bước chân vào giới giải trí, tính cách tự giác, tác phong cứng rắn, một đám thao tác thần thánh không theo cách ra bài hấp dẫn rất nhiều fan bà xã, cũng hấp dẫn lưu lượng thiên vương Cố Bắc Hoài chú ý. Trong lần huấn luyện nghiêm khắc, một đường đi lên đỉnh cao.",//st.nettruyenup.com/data/comics/247/ta-o-hien-dai-lam-dai-boss.jpg,https://www.nettruyenup.com/truyen-tranh/ta-o-hien-dai-lam-dai-boss-77303
Vạn Cổ Chí Tôn,Chapter 172,Tình trạng:Đang tiến hành,Bình luận:18K,Ngày cập nhật:16 giờ trước,Lượt xem:38M,,//st.nettruyenup.com/data/comics/176/van-co-chi-ton.jpg,https://www.nettruyenup.com/truyen-tranh/van-co-chi-ton-416480
Nữ Phụ Ngày Nào Cũng Muốn Ly Hôn Với Ta,Chapter 43,"Thể loại:Comedy, Manhua, Ngôn Tình, Shoujo, Truyện Màu",Lượt xem:3.803K,Theo dõi:54K,Tình trạng:Đang tiến hành,"Trình Dĩ Tình bị ép diễn như một nữ phụ độc ác trong một quyển sách. Mê hoặc người thiết lập, làm cho cô ấy không thể không chia cặp đôi nam nữ chính : - Nữ chính thực sự là một cô gái tốt gian khổ, làm tổn thương cô ấy tôi rất đau lòng! —— nam chủ này! Tề Văn Diệu? - Từ ngày nghe được tiếng lòng Trình Dĩ Tình, anh chưa từng ngủ một ngày! Nữ nhân chết tiệt, ngực không phải dối trá đến cực điểm! Ngoài miệng nói yêu hắn, trong lòng chửi bới chưa từng dừng lại! Nữ phụ độc ác đọc lời thoại rơi vào trầm tư: - Mỗi ngày nói dối cũng không biết có bị sét đánh hay không? Tề Văn Diệu vẻ mặt hờ hững: ""Ta liền lẳng lặng nhìn ngươi diễn!",//st.nettruyenup.com/data/comics/211/nu-phu-ngay-nao-cung-muon-ly-hon-voi-ta.jpg,https://www.nettruyenup.com/truyen-tranh/nu-phu-ngay-nao-cung-muon-ly-hon-voi-ta-66515
Jack the Ripper no Jikenbo,Chapter 4,"Thể loại:Action, Manga, Shounen, Trinh Thám",Lượt xem:26K,Theo dõi:1.468,Tình trạng:Đang tiến hành,Ngoại truyện của Shuumatsu no Valkyrie về Jack the ripper,//st.nettruyenup.com/data/comics/209/jack-the-ripper-no-jikenbo.jpg,https://www.nettruyenup.com/truyen-tranh/jack-the-ripper-no-jikenbo-79825
Toàn Dân Lãnh Chủ: Bắt Đầu Xây Dựng Bất Hủ Tiên Vực,Chapter 5,Tình trạng:Đang tiến hành,Bình luận:73,Ngày cập nhật:18 giờ trước,Lượt xem:29K,"Người người đều có thể thành tiên, nười người có thể trở thành một vị thần! Đây là một thời đại lãnh chủ toàn dân, cũng có thần tiên đồng hành, thần thoại không chỉ là thời đại của câu chuyện! Nam chính Ngô Trì xuyên qua thế giới song song, một cước bước vào thế giới tranh giành chư thiên này, vạn tộc chảy máu đại thế kịch liệt! Có chí bảo thần bí trong tay, hắn có thể biến dị tất cả kiến trúc lãnh địa! Còn triệu hoán nhân vật thần thoại, thu muội tử, mở hậu cung!",//st.nettruyenup.com/data/comics/208/toan-dan-lanh-chu-bat-dau-xay-dung-bat-h-902.jpg,https://www.nettruyenup.com/truyen-tranh/toan-dan-lanh-chu-bat-dau-xay-dung-bat-hu-tien-vuc-79824
"Bất Tử, Ta Biến Tự Bạo Thành Phổ Công",Chapter 1,Tác giả:Mộng tiên giới,Lượt xem:6.924,Theo dõi:2.780,Tình trạng:Đang tiến hành,"Nghe đồn tu hành bất tử chi thân ma đạo nhân dưới sự vây công của chính đạo mà tưn bạo trọng sinh, để rửa sạch vết nhơ và lại lần nữa bước lên đỉnh cao. Dựa vào bất tử chi thân, công pháp, bí dược, cấm thuật mà người khác không thể dùng... đều không phải là vấn đề! Giải thể tự bạo, chẳng qua cũng chỉ là một chiêu công kích bình thường mà thôi! Kiếp này hắn nhất định phải tu thành trương sinh bất tử, có ân báo ân có oán báo oán, tung hoàng thiên địa!",//st.nettruyenup.com/data/comics/149/bat-tu-ta-bien-tu-bao-thanh-pho-cong.jpg,https://www.nettruyenup.com/truyen-tranh/bat-tu-ta-bien-tu-bao-thanh-pho-cong-79765
Sự Hồi Quy Của Người Chơi Đỉnh Cấp,Chapter 1,"Thể loại:Action, Chuyển Sinh, Manhua, Mystery, Truyện Màu, Webtoon",Lượt xem:8.756,Theo dõi:2.520,Tình trạng:Đang tiến hành,"Ma vật xâm nhập vào thế giới hiện thực, thế giới sắp sửa bị hủy diệt!!! Boss làng game Vương Nham kế thừa một chức nghiệp trong gảm??? Bắt đầu từ 0 ư?? Liệu rằng một kẻ từng là một người chơi Level Max có thể hàng duy đả kích*, trong bối cảnh thế giới bị hủy diệt này, bắt đầu công lược trò chơi sinh tồn hiện thực này?  (Hàng duy đả kích: xuất phát từ cuốn tiểu thuyết khoa học viễn tưởng “Tam Thể” của Lưu Từ Hân, chỉ một chiến thuật tấn công của sinh vật ngoài hành tinh nhằm làm giảm chiều không gian của mục tiêu.)",//st.nettruyenup.com/data/comics/210/su-hoi-quy-cua-nguoi-choi-dinh-cap.jpg,https://www.nettruyenup.com/truyen-tranh/su-hoi-quy-cua-nguoi-choi-dinh-cap-79826
Câu Chuyện Về Những Kẻ Bị Ruồng Bỏ,Chapter 26,"Thể loại:Action, Drama, Fantasy, Manga, Shounen, Supernatural",Tình trạng:Đang tiến hành,Bình luận:290,Tác giả:Hoshino Makoto,"Câu chuyện diễn ra vào thế kỉ 19, kể về hành trình của Wisteria, một cô bé mồ côi và Marbas, một con quỷ bất tử tìm một nơi mà hai người họ có thể sống trong yên bình.",//st.nettruyenup.com/data/comics/143/cau-chuyen-ve-nhung-ke-bi-ruong-bo.jpg,https://www.nettruyenup.com/truyen-tranh/cau-chuyen-ve-nhung-ke-bi-ruong-bo-67727
"Kononaka ni hitori, ore no yome ga iru",Chapter 15,"Thể loại:Comedy, Drama, Harem, Manga, Romance, School Life, Slice of Life",Lượt xem:402K,Theo dõi:9.136,Tình trạng:Đang tiến hành,"Souya là một người đàn ông thế chỗ cho đứa em trai đột nhiên biến mất của mình, hơn nữa, anh ta phát hiện ra sự thật đáng ngạc nhiên là em trai mình có rất nhiều vợ chưa cưới?",//st.nettruyenup.com/data/comics/8/kononaka-ni-hitori-ore-no-yome-ga-iru-8444.jpg,https://www.nettruyenup.com/truyen-tranh/kononaka-ni-hitori-ore-no-yome-ga-iru-60936
Ta Là Tà Đế,Chapter 338,"Thể loại:Manhua, Supernatural, Truyện Màu, Xuyên Không",Lượt xem:92M,Theo dõi:247K,Tình trạng:Đang tiến hành,,//st.nettruyenup.com/data/comics/161/ta-la-ta-de.jpg,https://www.nettruyenup.com/truyen-tranh/ta-la-ta-de-260171
Danchigai,Chapter 93,Tác giả:YONEDA Kazusa,Lượt xem:415K,Theo dõi:5.445,Tình trạng:Đang tiến hành,"Câu chuyện xoay quanh Haruki và 4 chị em gái: Mutsuki, Yayoi,Uzuki, và Satsuki. Trong khi cuộc sống của họ có vẻ đơn điệu nhưng thực tế, các chị em gái của Haruki không cho anh cơ hội nghỉ ngơi, còn cụ thể là làm gì thì... *í hị hị hị*.",//st.nettruyenup.com/data/comics/43/danchigai.jpg,https://www.nettruyenup.com/truyen-tranh/danchigai-133550
Cái Giá Khi Huỷ Hôn.,Chapter 9,"Thể loại:Cổ Đại, Drama, Fantasy, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:143K,Theo dõi:7.807,Tình trạng:Đang tiến hành,"Rõ ràng đó là trò đùa của Chúa. “Bạn đời của điện hạ là tiểu thư hầu tước Rurtella” Ngay khi sinh ra, tôi đã được chọn làm thái tử phi và sống theo cách đó. Nhưng mọi thứ đã thay đổi trong một buổi sáng. Quyền lực, địa vị, thái độ của mọi người. Tôi đã nghĩ rằng tình yêu của anh ta sẽ không thay đổi. Nhưng anh ta không ngần ngại thông báo cho tôi về việc hủy hôn. Thế là mối quan hệ giữa chúng tôi đã kết thúc. Từ bỏ mọi thứ có vẻ dễ dàng hơn nhiều so với suy nghĩ của tôi. Nhưng… “Rất vui được gặp cô, công nương Pesentea.” “…” “Nếu tôi nói tôi là chủ nhân của ngôi đền. Cô có biết tôi không?” Người sở hữu sức mạnh thánh mạnh nhất đế quốc bỗng tìm đến thôi. Liệu tôi có nên nắm lấy tay anh ấy không?",//st.nettruyenup.com/data/comics/252/cai-gia-khi-huy-hon.jpg,https://www.nettruyenup.com/truyen-tranh/cai-gia-khi-huy-hon-79612
Bastian,Chapter 14.2,Tình trạng:Đang tiến hành,Bình luận:292,Ngày cập nhật:20 giờ trước,Lượt xem:406K,"Cháu trai của người buôn đồ cổ và công chúa ăn xin kết hôn với nhau. Thời hạn hiệu lực là hai năm, và đó là một hợp đồng để thúc đẩy lợi ích hai bên. Một sĩ quan hải quân đầy triển vọng và một người đàn ông siêu giàu có, cháu trai của một người buôn bán đồ cổ, người bị coi thường vì dòng máu tầm thường của mình mặc dù đã thành công rực rỡ. Bastian Clausitz cần một bước đệm để thành công và trả thù. Một quý tộc sa ngã không có gì ngoài vinh quang trong quá khứ, một công chúa ăn xin kiếm sống bằng cách bán sức lao động hàng ngày mặc dù cô ấy có dòng dõi hoàng tộc. Odette von Diessen cần tiền để bắt đầu cuộc sống mới. Tôi nghĩ đó là một thương vụ thành công. Cho đến khi xảy ra hư hỏng ngoài ý muốn. “Tôi đã làm hỏng thứ quý giá nhất đối với mình, vì vậy thật công bằng khi anh cũng mất đi thứ quý giá nhất. Không phải như vậy sao?” Bastian quyết định chịu trách nhiệm về thiệt hại to lớn. Căm hận, oán hận, hối hận, thậm chí cái tên người con gái chết tiệt này. Cho cái kết hoàn hảo, nơi mọi thứ bị thiêu rụi và biến mất.",//st.nettruyenup.com/data/comics/138/bastian.jpg,https://www.nettruyenup.com/truyen-tranh/bastian-78474
Cưỡng Đoạt Nàng Dâu,Chapter 14,Tình trạng:Đang tiến hành,Bình luận:222,Ngày cập nhật:20 giờ trước,Lượt xem:314K,"Lucina, đứa con ngoài giá thú của nam tước Berks, đã phải lớn lên trong sự ngược đãi. Cô gái ấy đã sống một cuộc sống tồi tệ còn hơn là phải chết. Một cơ hội để thay đổi cuộc đời đã tìm đến với cô. “Em sẽ làm vợ tôi chứ? Nếu không thì…” “Nếu không thì làm sao?” “Tôi sẽ chôn sống chúng. Bên trong ngôi mộ của tổ tiên tôi, nơi mà kẻ vô đạo đức này dám gây rối. ” Nhà vua và là người chinh phục Hakan cai trị Tatar, vùng đất của rồng. Một cơ hội sống khác được trao cho cô với điều kiện cô phải trở thành nàng dâu bị cưỡng đoạt của anh. Đối với Lucina, dù chỉ là một nửa tự do cũng rất cần thiết. Và như vậy cô đặt chân đến một thế giới xa lạ lẫm liệt…. Câu chuyện tình yêu duy nhất thắp sáng nên kết thúc đẹp đẽ trong sự tuyệt vọng.",//st.nettruyenup.com/data/comics/78/cuong-doat-nang-dau.jpg,https://www.nettruyenup.com/truyen-tranh/cuong-doat-nang-dau-77390
Tôi Thuần Hóa Chó Điên Của Chồng Cũ,Chapter 15.1,Tình trạng:Đang tiến hành,Bình luận:442,Ngày cập nhật:20 giờ trước,Lượt xem:1.021K,"“Cha, hãy cho con một cơ hội để chém Michelle Alankes đi.” Khoảnh khắc trước khi chết, Reinhard đã lặp đi lặp lại điều ước của mình. Sau khi tỉnh táo lại thì cô đã quay về 15 năm trước, vào lúc đám tang của cha cô diễn ra. Cũng là lúc cô bị thái tử michelle alankes, là kẻ có trách nhiệm trước cái chết của cha cô, hủy hôn. Reinhardt đã đâm vào chân Michelle và bị đuổi ra vùng đất biên giới. Trong hành trình gian nan, cô đã gặp gỡ một nhân vật bất ngờ… Đứa trẻ bẩn thỉu, đáng thương mà cô nhặt được. Ở kiếp trước, cậu là một anh hùng chiến tranh và là con hoang của Hoàng đế, cũng là một con chó điên mà chồng cũ của cô đã thuần hóa.",//st.nettruyenup.com/data/comics/130/toi-thuan-hoa-cho-dien-cua-chong-cu.jpg,https://www.nettruyenup.com/truyen-tranh/toi-thuan-hoa-cho-dien-cua-chong-cu-77186
Hy Vọng Duy Nhất,Chapter 26,"Thể loại:Drama, Josei, Manhwa, Ngôn Tình, Truyện Màu, Webtoon",Lượt xem:573K,Theo dõi:13K,Tình trạng:Đang tiến hành,"Bỗng một ngày Eun Hye phát hiện ra Do Jin, người chồng rất mực dịu dàng, ấm áp của cô thực ra lại là sát nhân hàng loạt. Cũng trong đêm ấy, Eun Hye bị giết và trùng sinh về thời điểm 9 năm trước, khi cô lần đầu gặp anh. Liệu cô có thể ngăn cản tội ác của chồng mình, và nhóm lên ngọn lửa yêu lần nữa?",//st.nettruyenup.com/data/comics/98/hy-vong-duy-nhat.jpg,https://www.nettruyenup.com/truyen-tranh/hy-vong-duy-nhat-71522
Tổng Tài Huyết Tộc Cực Sủng Cô Vợ Mỹ Nhân Ngư,Chapter 48,"Thể loại:Manhua, Ngôn Tình, Romance, Shoujo, Truyện Màu",Lượt xem:4.332K,Theo dõi:62K,Tình trạng:Đang tiến hành,"Cô là Mỹ Nhân Ngư từ nhỏ bị gia đình bỏ rơi, ngày cô sắp tốt nghiệp cũng là ngày cô bị bạn trai đá, chính thức trở thành cẩu độc thân trong làng FA. Nhưng sinh ra ở một đất nước già hóa dân số, phải có giấy chứng nhận kết hôn mới có thể tiếp tục cuộc sống, cô quyết liều mình đến Dịch Vụ Phân Phối đối tượng của quốc gia để bốc thăm đối tượng kết hôn~ Một cú twist bất ngờ đảo lộn tình hình, người may mắn đó là Ông Trùm kim cương trong danh sách những người giàu có nhất thế giới được Forbes bình chọn!!! Anh ta còn nằm ở Top đầu người đàn ông Độc Thân Hoàng Kim nói không với Chủ Nghĩa Kết Hôn – Dạ Quân Kình!! Những tưởng người như thế này sẽ cực kỳ khó ăn khó ở, nhưng nào ngờ rằng anh ta cưng chiều cô như bảo bối, sủng đến tận trời mây, nâng như trứng hứng hoa là có thật! Anh ta không chỉ dạy cô chơi piano, khiêu vũ, mà còn dạy cô kỹ năng sinh tồn. Không chỉ dạy cô cách cư xử và phép xã giao, mà còn dạy cô phải biết dũng cảm và cách giết người. Luôn cho cô cảm giác bình yên và nơi trú ẩn an toàn nhất như một người cha, đồng thời còn như một người anh trai mặc cô ấy nũng nịu và chơi xấu. Cô cho rằng may mắn lớn nhất trong cuộc đời mình có lẽ đã sử dụng hết, nhưng không ngờ sau này còn có những bất ngờ to lớn hơn đang chờ cô, đây… chắc không phải là đang mơ chứ???",//st.nettruyenup.com/data/comics/194/tong-tai-huyet-toc-cuc-sung-co-vo-my-nha-8086.jpg,https://www.nettruyenup.com/truyen-tranh/tong-tai-huyet-toc-cuc-sung-co-vo-my-nhan-ngu-65986
Tình Yêu Duy Nhất Của Tôi,Chapter 44,Tác giả:Mễ Đậu,Lượt xem:908K,Theo dõi:25K,Tình trạng:Đang tiến hành,"Một cô gái mong muốn có bạn bè, sau khi tình cờ gặp quen biết phó hội trưởng của hội học sinh, sẽ có câu chuyện như thế nào đây?",//st.nettruyenup.com/data/comics/72/tinh-yeu-duy-nhat-cua-toi.jpg,https://www.nettruyenup.com/truyen-tranh/tinh-yeu-duy-nhat-cua-toi-438480
Fantasy Bishoujo Juniku Ojisan To,Chapter 110,Tác giả:Tsurusaki Yuu,Lượt xem:1.637K,Theo dõi:20K,Tình trạng:Đang tiến hành,Câu truyện hài lãng mãn của cặp đôi bạn thân. Một trung niên và một đã từng là trung niên,//st.nettruyenup.com/data/comics/60/fantasy-bishoujo-juniku-ojisan-to.jpg,https://www.nettruyenup.com/truyen-tranh/fantasy-bishoujo-juniku-ojisan-to-264280
Ta Luyện Khí Ba Ngàn Năm,Chapter 351,Tác giả:Sở Thiên Ca,Lượt xem:68M,Theo dõi:169K,Tình trạng:Đang tiến hành,,//st.nettruyenup.com/data/comics/155/ta-luyen-khi-ba-ngan-nam.png,https://www.nettruyenup.com/truyen-tranh/ta-luyen-khi-ba-ngan-nam-260110
Thả Vu Nữ Đó Ra,Chapter 477,"Thể loại:Action, Adventure, Drama, Fantasy, Harem, Historical, Seinen, Supernatural, Webtoon",Lượt xem:33M,Theo dõi:57K,Tình trạng:Đang tiến hành,"Thanh niên cuồng công việc bị đưa vào dị giới. Hắn phát hiện phù thủy với sức mạnh ma thuật cùng thân hình nóng bỏng thì tận dụng họ để hằng ngày chăm chỉ làm ""nông nghiệp"", ""cày bừa"", ""làm ruộng"" các kiểu...",//st.nettruyenup.com/data/comics/48/tha-vu-nu-do-ra.jpg,https://www.nettruyenup.com/truyen-tranh/tha-vu-nu-do-ra-215522
Toàn Chức Pháp Sư,Chapter 999,Tình trạng:Đang tiến hành,Bình luận:43K,Ngày cập nhật:20 giờ trước,Lượt xem:266M,"Tỉnh lại sau giấc ngủ, thế giới đại biến. Quen thuộc cao trung truyền thụ chính là phép thuật, nói cho mọi người muốn trở thành một tên xuất sắc Ma Pháp Sư. Ở lại đô thị ở ngoài du đãng tập kích nhân loại ma vật yêu thú, mắt nhìn chằm chằm. Tôn trọng khoa học thế giới đã biến thành tôn trọng phép thuật, một mực có như nhau lấy học tra đối xử giáo viên của chính mình, như nhau ánh mắt dị dạng bạn học, như nhau xã hội tầng dưới chót giãy dụa ba ba, như nhau thuần mỹ nhưng không thể bước đi không phải huyết thống muội muội... Bất quá, Mạc Phàm phát hiện tuyệt đại đa số người đều chỉ có thể chủ tu nhất hệ phép thuật, chính mình nhưng là toàn hệ toàn năng pháp sư!",//st.nettruyenup.com/data/comics/127/toan-chuc-phap-su.jpg,https://www.nettruyenup.com/truyen-tranh/toan-chuc-phap-su-170230
Tuyệt Thế Võ Thần,Chapter 584,Tác giả:Tịnh Vô Ngân,Lượt xem:133M,Theo dõi:161K,Tình trạng:Đang tiến hành,"Cửu Tiêu đại lục, tông môn san sát, võ đạo làm đầu, người yếu tầm thường, bị người bắt nạt, cường giả giận dữ, máu chảy thành sông.Võ đạo hoàng giả, càng có thể quan sát thiên địa, ngạo cười non sông, động thì lại ngày kinh thạch phá, phơi thây trăm vạn.Một đời cường nhân Lâm Phong, nghịch thiên xuất thế, đến kinh thế truyền thừa, tu võ đạo, đạp Cửu Tiêu, phá thiên địa, ngạo thương khung!",//st.nettruyenup.com/data/comics/148/tuyet-the-vo-than.jpg,https://www.nettruyenup.com/truyen-tranh/tuyet-the-vo-than-149960
Hoa Bỏ Chạy Với Nhím Rồi,Chapter 92,"Thể loại:Manhua, Ngôn Tình, Romance, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:1.768,Tác giả:Đinh Băng,"Tiểu thư nhà tài phiệt Hoa Mãn Mãn bị chính cha ruột ép đi học đại học nhưng không được tiết lộ thân phận của mình, ở đó cô gặp được một người bình thường - cậu bạn đẹp trai, lạnh lùng và có chút khép kín Hiểu Dạ, hai người đến từ hai thế giới khác nhau liên tục chạm mặt mọi lúc mọi nơi, họ nhận ra rằng ngoại trừ “cái mác” tiểu thư ngốc nghếch hay lạnh lùng khó gần của đối phương ra thì… cô ấy/hắn ta cũng có mặt đáng yêu đấy chứ nhỉ?! Tên truyện: Phu Quân Nuôi Từ Bé Muốn Tiêu Thủ Ta Thì Phải Làm Sao?!!",//st.nettruyenup.com/data/comics/240/hoa-bo-chay-voi-nhim-roi.jpg,https://www.nettruyenup.com/truyen-tranh/hoa-bo-chay-voi-nhim-roi-381280
