titles,discripsion,lastest_Chap,condition,view,follow,link 
Đại Vương Tha Mạng,"Sau khi linh khí hồi phục, mọi người chắt chiu từng tơ linh khí, chỉ có Lữ Thụ, dựa vào hệ thống điểm cảm xúc tiêu cực , oán hận người khác là trở nên mạnh hơn! Cậu ta chỉ muốn bảo vệ em gái, nhưng mà thời kì lũ lụt khó có thể tránh khỏi, chỉ đành..... tiện oán hận người khác , trở nên mạnh hơn! Vậy...",Chapter 690,Tình trạng: Đang Cập Nhật,"Lượt xem: 20,468,077","Lượt theo dõi: 28,424",https://truyenqqhot.com/truyen-tranh/dai-vuong-tha-mang-8635
Lão Đại Xuyên Không Gả Cho Phu Quân Mù,"Tống ca một lão đại chủ cả của công ty , vô tình bị biển quảng cáo đập vào đầu khiến cho cô bị xuyên không vào tiểu thuyết , phải gả cho phu quân mù , từ giờ cuộc sống của một đại lão sẽ tiếp diễn ra sao đây",Chapter 45,Tình trạng: Đang Cập Nhật,"Lượt xem: 413,206","Lượt theo dõi: 2,999",https://truyenqqhot.com/truyen-tranh/lao-dai-xuyen-khong-ga-cho-phu-quan-mu-12377
Em Chỉ Có Thể Là Của Tôi,"Trong giới giải trí có hai người phụ nữ có cùng tên, một người tên là Khúc Hi Chi và một người tên là Cố Hi Chi. Bởi vì đối phương không chỉ ""cướp"" phim của mình, còn ""cướp"" bạn trai cũ của mình, Cố Hi Chi vốn ôm hận khúc Hi Chi, hết lần này tới lần khác ""nhân duyên tốt"" thục nữ hoàn mỹ Khúc Hi Chi ...",Chapter 33,Tình trạng: Đang Cập Nhật,"Lượt xem: 252,199",Lượt theo dõi: 527,https://truyenqqhot.com/truyen-tranh/em-chi-co-the-la-cua-toi-12828
Oan Gia Chung Nhà !,,Chapter 77,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,026,334","Lượt theo dõi: 8,639",https://truyenqqhot.com/truyen-tranh/oan-gia-chung-nha-11355
Ngự Thú Phản Khoa Học,"Hẳn là vì Thời Vũ đẹp trai nên chết một kiếp lại được xuyên qua sống tiếp một cuộc đời mới. Ở cái thế giới mới với chủ đạo là ngự thú này, sao quốc bảo Gấu Trúc khổng lồ của dân tộc ta lại chỉ là một con ngự thú trung cấp??? Nào còn là tọa kỵ của Xi Vưu, Cửu Vĩ Viêm Hồ, Khô Lâu Quân Chủ,... nào còn ...",Chapter 30,Tình trạng: Đang Cập Nhật,"Lượt xem: 177,463","Lượt theo dõi: 1,916",https://truyenqqhot.com/truyen-tranh/ngu-thu-phan-khoa-hoc-13385
Player,,Chapter 46,Tình trạng: Đang Cập Nhật,"Lượt xem: 59,147",Lượt theo dõi: 362,https://truyenqqhot.com/truyen-tranh/player-9345
"Please Go Home, Akutsu-San!","Ooyama-kun học sinh cá biệt trong lớp Akutsu-san, vì một vài lý do , cô ấy biến nhà anh thành nơi lui tới! Ooyama sẽ làm điều gì đó kinh khủng với cô ấy hay anh sẽ đuổi cô ấy ra ngoài? Nhưng đối phó với cử chỉ dễ thương, đáng yêu của Akutsu-san, trong một không gian chật hẹp như vậy, anh ta chắc sẽ ...",Chapter 132,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,617,324","Lượt theo dõi: 7,004",https://truyenqqhot.com/truyen-tranh/please-go-home-akutsu-san-9413
Đại Phụng Đả Canh Nhân,,Chapter 122,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,022,437","Lượt theo dõi: 4,242",https://truyenqqhot.com/truyen-tranh/dai-phung-da-canh-nhan-12047
Genjitsu Shugi Yuusha No Oukoku Saikenki,"Câu chuyện kể về chàng trai được quốc vương triệu hồi xuyên không qua thế giới khác , nó giỏi quá nên quốc vương nhường cmn ngôi luôn, rồi từ từ được gã công chúa luôn, đù móe đời!",Chapter 50,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,365,231","Lượt theo dõi: 9,997",https://truyenqqhot.com/truyen-tranh/genjitsu-shugi-yuusha-no-oukoku-saikenki-5139
New Game!,"Aoba suzukaze một cô gái mối tốt nghiệp cao trung nhưng vẫn hay thường bị nhầm lẫn với học sinh sơ trung, cô ấy làm họa sỹ tại công ty sản xuất game yêu thích nhất của mình. Câu chuyện được viết với một phong cách nhí nhảnh và dễ thương được thể hiện qua những bức 4-koma.",Chapter 121,Tình trạng: Đang Cập Nhật,"Lượt xem: 226,704","Lượt theo dõi: 1,049",https://truyenqqhot.com/truyen-tranh/new-game-4913
Usogui,Theo bước chân anh chàng Madarame Baku phá đảo những trò dối gian trong thế giới cờ gian bạc lận.,Chapter 70,Tình trạng: Đang Cập Nhật,"Lượt xem: 173,358",Lượt theo dõi: 497,https://truyenqqhot.com/truyen-tranh/usogui-764
Cực Phẩm Tiên Đế,,Chapter 96,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,003,501","Lượt theo dõi: 4,013",https://truyenqqhot.com/truyen-tranh/cuc-pham-tien-de-11367
Đáng Yêu Thế Này Thì Biết Làm Sao Đây,"Roseny, một đứa trẻ mồ côi đã bị hiểu lầm là bé trai ngay từ khi còn nhỏ. Vào ngày nọ, một quý tộc bỗng tìm đến trại trẻ mồ côi đột ngột chọn cô. Mục đích để cô cùng vui đùa với thiếu gia nhà họ. Ngay khi họ biết cô thực ra là con gái, không biết chừng họ sẽ đưa cô trở lại trại trẻ mồ côi. Vậy nên n...",Chapter 7,Tình trạng: Đang Cập Nhật,"Lượt xem: 17,984",Lượt theo dõi: 420,https://truyenqqhot.com/truyen-tranh/dang-yeu-the-nay-thi-biet-lam-sao-day-13689
Sự Điều Trị Đặc Biệt Của Tinh Linh,"Đó là thời đại chiếm hữu phổ biến Tôi sinh ra và lớn lên là một cô gái trẻ luôn quan tâm và chăm sóc trẻ em, luôn được sống mà nhận được rất nhiều tình yêu thương Điều số 1 phải tránh trong việc gây thất vọng đối với độc giả. Thế là tôi đã sở hữu một cơ thể của nhân vật nào đó trong bộ tiểu thuyết c...",Chapter 47,Tình trạng: Đang Cập Nhật,"Lượt xem: 275,896","Lượt theo dõi: 2,187",https://truyenqqhot.com/truyen-tranh/su-dieu-tri-dac-biet-cua-tinh-linh-12603
Initial D,"Thế giới đua xe tốc độ, thế giới của những con người luôn luôn đùa giỡn với tử thần, một khi bước chân vào vạch xuất phát họ phải đặt cược cả sinh mạng của mình để giành lấy vinh quang chiến thắng. Câu chuyện kể về một chiếc xe mang nhãn hiệu 86 huyền thoại có tốc độ di chuyển như sấm sét được mệnh ...",Chapter 446,Tình trạng: Đang Cập Nhật,"Lượt xem: 393,590",Lượt theo dõi: 217,https://truyenqqhot.com/truyen-tranh/initial-d-11894
Anh Hùng ? Ta Không Làm Lâu Rồi,"Zero là là vị Siêu Anh hùng đầu tiên của toàn nhân loại. Sau hắn, lần lượt xuất hiện nhiều siêu anh hùng khác, nhưng hắn chỉ làm siêu anh hùng 5 năm rồi đột nhiên biến mất, không ai biết hắn đi đâu",Chapter 471,Tình trạng: Đang Cập Nhật,"Lượt xem: 14,302,498","Lượt theo dõi: 25,869",https://truyenqqhot.com/truyen-tranh/anh-hung-ta-khong-lam-lau-roi-5684
Bạn Gái Của Tôi Rất Kì Lạ,"Xuất hiện trước mặt A Bắc đang bị mất trí nhớ, là một cô gái xinh đẹp tên là Tô Mặc, nhưng bên trong cơ thể của Tô Mặc còn có những nhân cách khác, vấn đề đặt ra trước mắt của A Bắc chính là, nếu muốn qua lại với nhau bình thường, dường như phải am hiểu hết tất cả mọi nhân cách của cô ấy mới được. T...",Chapter 53,Tình trạng: Đang Cập Nhật,"Lượt xem: 230,680","Lượt theo dõi: 1,345",https://truyenqqhot.com/truyen-tranh/ban-gai-cua-toi-rat-ki-la-13077
Bác Sĩ Tư Nhân Xin Từ Chức,"Khi công tước, người đang trong tình trạng tồi tệ, đột ngột qua đời, vùng đất này đã rơi vào tay của quân phản loạn. Trong một thời gian ngắn, cuộc nổi loạn đã bị hoàng thất đàn áp, nhưng… Vấn đề là tôi, Lise Estelle, sẽ bị treo cổ vì tội phản loạn. “Thật không công bằng!” Tôi chỉ đơn giản là bác sĩ...",Chapter 40,Tình trạng: Đang Cập Nhật,"Lượt xem: 175,498","Lượt theo dõi: 1,466",https://truyenqqhot.com/truyen-tranh/bac-si-tu-nhan-xin-tu-chuc-12950
Từ Trúc Mã Hóa Thành Ông Xã,"Isabel sắp bị gả bán cho công tước Cardiego, một kẻ nổi tiếng độc ác, máu lạnh và đặc biệt có vấn đề về “súng ống.” Bạo chúa à? No problem. Sống đời nhàm chán? Không sao cả. Nhưng “ăn chay trường” thì hem được đâu nhá. Để thoát khỏi tương lai mờ mịt ấy, Isabel tìm đến Ricks, người bạn thời thơ ấu củ...",Chapter 31,Tình trạng: Đang Cập Nhật,"Lượt xem: 40,708",Lượt theo dõi: 433,https://truyenqqhot.com/truyen-tranh/tu-truc-ma-hoa-thanh-ong-xa-13677
Mảnh Ghép Số Phận,"Những tưởng mình là một tên lưu manh thứ dữ , ngay cả người khác cũng cho rằng Kazama Kenji đúng là như thế . Mọi chuyện luôn suôn sẻ cho anh đến khi băng của Kenji chạm mặt tứ quái Chitose, Sakura, Minami và Roka. Vừa chạm trán , anh chàng đã biết ngay danh tiếng của anh bấy lâu nay gây dựng chẳng ...",Chapter 123,Tình trạng: Đang Cập Nhật,"Lượt xem: 550,388","Lượt theo dõi: 1,600",https://truyenqqhot.com/truyen-tranh/manh-ghep-so-phan-5363
Chuỗi Phim Tài Liệu Về Chứng Cuồng Bạn Gái Cũ Của Tôi.,"Bạn gái cũ của Ichimatsu Kairo, Kusakabe Hiyori, người đã biến mất 7 năm trước, bất ngờ xuất hiện trước mặt anh . Anh là một kẻ tín đồ cuồng Hiyori, anh trở nên không thể sống thực tế khi cô rời bỏ anh. Đến lúc gặp mặt, cô tiết lộ cho anh cái nhu cầu vô lý của mình, ""Ichimatsu-kun, tôi muốn việc sin...",Chapter 61,Tình trạng: Đang Cập Nhật,"Lượt xem: 388,345","Lượt theo dõi: 2,410",https://truyenqqhot.com/truyen-tranh/chuoi-phim-tai-lieu-ve-chung-cuong-ban-gai-cu-cua-toi-9380
Thiên Tài Bóng Đá Ashito,,Chapter 308,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,325,637","Lượt theo dõi: 5,050",https://truyenqqhot.com/truyen-tranh/thien-tai-bong-da-ashito-10684
Good/Bad Fortune,"Hãy cẩn thận khi đối mặt với họ, vì họ có thể thay đổi cả số phận của bạn!Khi vận may và xui xẻo lại là một loại năng lực thì bạn sẽ làm gì để sống cùng với nó? Areka Putra, 1 thiếu niên vừa lên lớp 10 đã phải sống với năng lực ""XUI XẺO"" ngay từ khi sinh ra. Cậu sẽ gặp phải xui xẻo khi các ""Dấu hiệu...",Chapter 81,Tình trạng: Đang Cập Nhật,"Lượt xem: 210,770",Lượt theo dõi: 811,https://truyenqqhot.com/truyen-tranh/goodbad-fortune-13381
Chư Giới - Tận Thế Online,"Khi ngày tận thế đến, Cố Thanh Sơn đã thoát khỏi thời gian và không gian một mình trong bóng tối tuyệt vọng này, và quay trở lại thế giới trước khi nó sụp đổ, quyết tâm thay đổi số phận của mình. Nhưng theo thời gian, anh dần nhận ra rằng kết thúc không đơn giản như vậy....",Chapter 208,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,182,022","Lượt theo dõi: 9,783",https://truyenqqhot.com/truyen-tranh/chu-gioi-tan-the-online-10670
Võ Đạo Độc Tôn,,Chapter 531,Tình trạng: Đang Cập Nhật,"Lượt xem: 9,968,169","Lượt theo dõi: 18,661",https://truyenqqhot.com/truyen-tranh/vo-dao-doc-ton-7857
Bắt Đầu Thổ Lộ Với Mỹ Nữ Sư Tôn,"Cái gì? Bắt đầu liền muốn ta thổ lộ có 'Vô tình tiên tử' danh xưng mỹ nữ sư tôn? Thất bại liền phải chung thân vì chó? Còn muốn tại mười hai canh giờ bên trong hoàn thành?"" Trương dật kinh hồn táng đảm, vô số lần tại tìm đường chết biên giới bồi hồi. ""Sư tôn..."" ""Ừm?"" ""Ta... Ta... Thích ngươi!"" ""Cút...",Chapter 20,Tình trạng: Đang Cập Nhật,"Lượt xem: 362,272","Lượt theo dõi: 3,658",https://truyenqqhot.com/truyen-tranh/bat-dau-tho-lo-voi-my-nu-su-ton-13282
Ta Không Phải Con Cưng Của Khí Vận,"Sau khi xuyên qua thế giới tu tiên bất tử, Thẩm Thiên nhận thấy rằng mình có thể nhìn thấy quầng sáng may mắn và xui xẻo trên đầu của người khác. Để xua đuổi hào quang xui xẻo đen như nhọ nồi bay lơ lửng trên đầu của mình, hắn tìm mọi cách kết giao với những người may mắn ....",Chapter 166,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,896,502","Lượt theo dõi: 6,232",https://truyenqqhot.com/truyen-tranh/ta-khong-phai-con-cung-cua-khi-van-11931
Spin-Off Nagi Episode,"Câu chuyện về thiên tài lười biếng Nagi Seishiro trước khi cậu tới Blue Lock, duyên cớ và khoảnh khắc định mệnh của ""con quái vật"" bên trong cái tôi thờ ơ kia bùng nổ...",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,980",Lượt theo dõi: 28,https://truyenqqhot.com/truyen-tranh/spin-off-nagi-episode-13781
Hero Mask,"Shibuya Mirai sống trong một thế giới mà các anh hùng dường như không còn tồn tại nữa. Ngay ngày đầu tiên nhập học tại trường mới, cậu trở thành mục tiêu của một nhóm tội phạm. Giờ đây trong hoàn cảnh gần như tuyệt vọng, một anh hùng thực sự bỗng dưng xuất hiện trước mắt cậu.",Chapter 7.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 27,064",Lượt theo dõi: 87,https://truyenqqhot.com/truyen-tranh/hero-mask-317
Blush-Dc Himitsu,"Một thằng học sinh bình thường, vì ham hố bám đuôi gái nên khám phá ra bí mật. Hết !! 18+, nội dung không trong sáng lành mạnh, ai ngồi một mình thì xem, đã xem thì cấm ý kiến ...",Chapter 54,Tình trạng: Đang Cập Nhật,"Lượt xem: 617,676","Lượt theo dõi: 1,142",https://truyenqqhot.com/truyen-tranh/blush-dc-himitsu-1223
Con Tim Rung Động,"Cùng sống chung trong một mái nhà, trải qua hiểu lầm, hảo cảm, phẫn nộ, thương xót… sẽ xảy ra hiện tượng hóa học gì?",Chapter 101,Tình trạng: Đang Cập Nhật,"Lượt xem: 836,689","Lượt theo dõi: 2,670",https://truyenqqhot.com/truyen-tranh/con-tim-rung-dong-4220
Ta Có Con Với Đại Boss,,Chapter 35,Tình trạng: Đang Cập Nhật,"Lượt xem: 78,262",Lượt theo dõi: 682,https://truyenqqhot.com/truyen-tranh/ta-co-con-voi-dai-boss-13613
Hãy Ủng Hộ Kế Hoạch Trả Thù Của Tôi,"“Lời nguyền của ngài, tôi sẽ giải quyết nó. Đổi lại, hãy chấp nhận tôi như một kẻ cùng huyết thống ”. Từ thông tin của câu chuyện ban đầu, cô biết được lý do cái chết của mẹ cô. Lobelia nhận ra hoàn cảnh của chính mình, bị tước đoạt mọi thứ và khiến cô trở thành một nhân vật phản diện, quyết định tr...",Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 22,785",Lượt theo dõi: 519,https://truyenqqhot.com/truyen-tranh/hay-ung-ho-ke-hoach-tra-thu-cua-toi-12949
Vừa Chơi Đã Có Tài Khoản Vương Giả,,Chapter 149,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,629,572","Lượt theo dõi: 13,488",https://truyenqqhot.com/truyen-tranh/vua-choi-da-co-tai-khoan-vuong-gia-10552
"Giả Vờ Mất Trí Nhớ , Tình Địch Nhân Cơ Hội Nói Tôi Là Bạn Trai Anh Ta","Lăng Vân Phàm thân là Alpha, trong thời gian đi học, phiền não duy nhất chính là Kỷ Thương Hải Alpha. Vô luận là học tập hay là yêu đương, Tế Thương Hải đều phải tranh giành với hắn. Sau khi bước vào xã hội, hai người chia tay. Ngay khi Lăng Vân Phàm chật vật trốn nợ, hai người lại gặp nhau. Vì mặt ...",Chapter 8,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,553",Lượt theo dõi: 174,https://truyenqqhot.com/truyen-tranh/gia-vo-mat-tri-nho-tinh-dich-nhan-co-hoi-noi-toi-la-ban-trai-anh-ta-13709
Độc Gia Chiếm Hữu: Cơ Thiếu Phúc Hắc Kiều Thê,"Ở trong mắt người ngoài không thể khinh nhờn nam thần cao quý, sống lại cô bị hắn đè ở dưới thân trêu chọc, rõ ràng khuôn mặt không thể thanh thuần hơn, nhưng tại sao đôi tay lại không yên phận luôn trượt xuống dưới? Rõ ràng là hắn trêu chọc cô trước, cuối cùng cô lại bị bắt nạt, bị trói trên giường...",Chapter 129,Tình trạng: Đang Cập Nhật,"Lượt xem: 480,484","Lượt theo dõi: 2,106",https://truyenqqhot.com/truyen-tranh/doc-gia-chiem-huu-co-thieu-phuc-hac-kieu-the-11436
Ta Độ 999 Lần Thiên Kiếp,"Ta độ được 999 lần thiên kiếp Chân Hà Đồ, một du khách đến từ thế giới khác. Sau 10 năm tu luyện vẫn chỉ ở Luyện Khí kỳ (8585520/????), không biết bao giờ mới đột phá. Thiên kiếp lần 999, với người tu luyện ai nấy cũng sợ. Cho đến khi sư muội của hắn dẫn đến thì phát hiện ra... hắn thật sự rất mạnh",Chapter 75,Tình trạng: Đang Cập Nhật,"Lượt xem: 899,802","Lượt theo dõi: 4,368",https://truyenqqhot.com/truyen-tranh/ta-do-999-lan-thien-kiep-12335
Đưa Em Đến Mặt Trăng,,Chapter 26,Tình trạng: Đang Cập Nhật,"Lượt xem: 82,736",Lượt theo dõi: 627,https://truyenqqhot.com/truyen-tranh/dua-em-den-mat-trang-13346
Hãy Để Tôi Được Hiểu Em,,Chapter 116.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 853,523","Lượt theo dõi: 4,269",https://truyenqqhot.com/truyen-tranh/hay-de-toi-duoc-hieu-em-11222
Hirasaka Hinako Ga Ero Kawaii Koto Wo Ore Dake Ga Shitteiru,"8 năm về trước, hai đứa nhỏ đã giao kèo với một phù thủy. Chúng nhận lại được khả năng bí mật quan sát lẫn nhau. Một câu chuyện đầy tính ecchi về cặp uyên ương đầy tinh nghịch nhưng ngọt ngào và dễ thương ",Chapter 44.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 705,580","Lượt theo dõi: 4,089",https://truyenqqhot.com/truyen-tranh/hirasaka-hinako-ga-ero-kawaii-koto-wo-ore-dake-ga-shitteiru-7883
Thất Tinh,"Cuộc sống của Arata Kasuga đang dần biến mất, thế giới cậu đang sống dần dần bị hủy diệt bởi một sự cố kì lạ được biết đến với tên gọi Collapse Phenomenon - Hiện tượng sụp đổ. Cô em họ Hijiri Kasuga của cậu cũng bị cuốn sang 1 thế giới khác. Để giải quyết hiện tượng sụp đổ và tìm kiếm cô em gái, Ara...",Chapter 107,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,094,635","Lượt theo dõi: 4,035",https://truyenqqhot.com/truyen-tranh/that-tinh-907
Nguyên Tôn,,Chapter 595,Tình trạng: Đang Cập Nhật,"Lượt xem: 21,825,832","Lượt theo dõi: 30,571",https://truyenqqhot.com/truyen-tranh/nguyen-ton-3755
Quý Phi Hôm Nay Cũng Bị Thịt,"“Hoán đổi thân xác với kẻ thù, rồi sau đó phát hiện ra cô ta đang mang thai?!” Kiều quý phi buộc phải ôm “bóng” thay thế Ninh quý nhân, nàng mỗi ngày đều tức muốn điên người. Điều khó tin nhất chính là: quý nhân xảo quyệt thâm độc này, lại đang crush bổn cung?",Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 27,575",Lượt theo dõi: 184,https://truyenqqhot.com/truyen-tranh/quy-phi-hom-nay-cung-bi-thit-13611
Jo Dong-Gil,,Chapter 5,Tình trạng: Đang Cập Nhật,"Lượt xem: 6,392",Lượt theo dõi: 134,https://truyenqqhot.com/truyen-tranh/jo-dong-gil-13704
Cho Con Núm Vú Đi Mà,,Chapter 52.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 288,638","Lượt theo dõi: 1,457",https://truyenqqhot.com/truyen-tranh/cho-con-num-vu-di-ma-13368
Tiền Đạo Số 1,"Yoichi Isagi đã bỏ lỡ cơ hội tham dự giải Cao Trung toàn quốc do đã chuyền cho đồng đội thay vì tự thân mình dứt điểm. Cậu là một trong 300 chân sút U-18 được tuyển chọn bởi Jinpachi Ego, người đàn ông được Hiệp Hội Bóng Đá Nhật Bản thuê sau hồi FIFA World Cup năm 2018, nhằm dẫn dắt Nhật Bản vô địch...",Chapter 206,Tình trạng: Đang Cập Nhật,"Lượt xem: 26,922,188","Lượt theo dõi: 22,124",https://truyenqqhot.com/truyen-tranh/tien-dao-so-1-7120
Hương Vị Ngọt Ngào,"Kiều hiểu minh tình cờ gặp được một chàng trai người đầy máu nằm bất tỉnh nhân sự, và bất ngờ thay chàng trai ấy lại là thần tượng của cậu.....chuyện là sao đây, cùng đón đọc nhé",Chapter 15,Tình trạng: Đang Cập Nhật,"Lượt xem: 74,922",Lượt theo dõi: 665,https://truyenqqhot.com/truyen-tranh/huong-vi-ngot-ngao-10660
Anh Hùng Bàn Phím Tu Tiên,"Anh hùng Bàn phím tổ an giỏi cà khịa người khác, người hiện đại tổ an xuyên không về thế giới tu chân và quần hùng. Sau đó ở trong cái thế giới này, trình độ tu hành và địa vị quyền lực có móc nối chặt chẽ với nhau. Võ công lớn mạnh trong thiên hạ đều nắm bắt trong triều đình, đại chu vương triều nơ...",Chapter 70,Tình trạng: Đang Cập Nhật,"Lượt xem: 620,721","Lượt theo dõi: 3,508",https://truyenqqhot.com/truyen-tranh/anh-hung-ban-phim-tu-tien-11440
Cô Vợ Thế Thân Của Tổng Tài,"Diêu Cận là một thế thân chuyên nghiệp, tính chuyên nghiệp mạnh mẽ, biết chuyện thức thời, ngoại trừ hoàn thành yêu cầu của ông chủ Tiêu Tích Thuần, chuyện khác tuyệt đối sẽ không vượt qua lôi trì nửa bước. Tuy nhiên! Ai có thể nói cho nàng biết —— vì sao kim chủ, kim chủ Bạch Nguyệt Quang đệ đệ bỗn...",Chapter 16,Tình trạng: Đang Cập Nhật,"Lượt xem: 113,938",Lượt theo dõi: 893,https://truyenqqhot.com/truyen-tranh/co-vo-the-than-cua-tong-tai-13329
Siêu Nhân X,"Một siêu phẩm mới được khắc họa dưỡi ngòi bút của tác giả bộ manga đình đám tokyo ghoul. ""Siêu nhân X"" kể về thế giới có những nhân vật đặc biệt được gọi là ""Siêu nhân""[Choujin], nhân vật chính là Tokio Kurobara, một học sinh trung học ở tỉnh Yamato, hiện tại cậu ấy cùng người bạn Higashi Azuma thực...",Chapter 28,Tình trạng: Đang Cập Nhật,"Lượt xem: 272,633","Lượt theo dõi: 1,717",https://truyenqqhot.com/truyen-tranh/sieu-nhan-x-11188
"Itsudemo Jitaku Ni Kaerareru Ore Wa, Isekai De Gyoushounin O Hajimemashita","bị bóc lột sức lao động ở công ty cũ, Amata Shirou quyết định thôi việc và chuyển đến nhà bà để sống. Không ngờ cậu tìm ra được một con đường bí mật đến thế giới khác đằng sau tủ đồ trong nhà bà. Từ đó Shirou quyết định làm giàu bằng cách bán đồ Nhật bản cho thế giới kia. Cùng xem câu chuyện làm già...",Chapter 12.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 120,691","Lượt theo dõi: 1,459",https://truyenqqhot.com/truyen-tranh/itsudemo-jitaku-ni-kaerareru-ore-wa-isekai-de-gyoushounin-o-hajimemashita-12736
Vũ Trang Siêu Nhiên,"Được sự ủng hộ của tác giả ''Chainsaw Man  của Tatsuki Fujimoto,jigokuraku của Yuji Kaku, một chàng trai otaku đam mê huyền bí không tin vào ma quỷ và Ayase, một cô gái không tin vào người ngoài hành tinh, gặp phải một bí ẩn quá lớn vượt quá sự hiểu biết của bản thân. Câu chuyện tình bi hài pha lẫn ...",Chapter 91,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,206,590","Lượt theo dõi: 4,747",https://truyenqqhot.com/truyen-tranh/vu-trang-sieu-nhien-11160
Shinmai Maou No Keiyakusha,"Ê con trai, mày vẫn mơ ước có một đứa em gái phải không con??, Okê vậy thì giờ mày có rồi đấy, ờ mà không phải chỉ một con thôi đâu...",Chapter 26,Tình trạng: Đang Cập Nhật,"Lượt xem: 262,837","Lượt theo dõi: 1,405",https://truyenqqhot.com/truyen-tranh/shinmai-maou-no-keiyakusha-6063
Handyman Saitou In Another World,"Một bộ isekai nhẹ nhàng, main chỉ đơn giản qua sử sụng kinh nghiệm làm lụng tay chân để làm support cho team",Chapter 69,Tình trạng: Đang Cập Nhật,"Lượt xem: 543,715","Lượt theo dõi: 2,031",https://truyenqqhot.com/truyen-tranh/handyman-saitou-in-another-world-6039
Cuộc Ly Hôn Với Chồng Tôi Đã Thất Bại,"Cô ấy xuyên thành một nữ phản diện bị ám ảnh bởi chồng mình và chết sau khi theo cậu ta suốt 10 năm trời. Và dĩ nhiên cô ấy chỉ muốn sống nên đã quyết định ly hôn trong hòa bình trước khi tình yêu định mệnh của chồng mình xuất hiện. Nhưng cô ấy nhận ra rằng gia đình chồng đã đè nén, gây áp lực cho c...",Chapter 34,Tình trạng: Đang Cập Nhật,"Lượt xem: 187,482","Lượt theo dõi: 1,419",https://truyenqqhot.com/truyen-tranh/cuoc-ly-hon-voi-chong-toi-da-that-bai-13004
Trăng Tối: Kỉ Nguyên Máu,"Chào mừng đến với Riverfield, nơi những nam sinh nổi tiếng nhất tại hai trường đối thủ của nhau là ma cà rồng và người sói. Khi một học sinh mới bí ẩn, Sooha, chuyển đến Riverfield, các đối thủ nhận thấy mình bị cô ấy cuốn hút một cách khó hiểu. Khi những sự cố khủng khiếp bắt đầu làm rung chuyển th...",Chapter 48.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 466,588","Lượt theo dõi: 1,920",https://truyenqqhot.com/truyen-tranh/trang-toi-ki-nguyen-mau-12880
Chuỗi Phim Tài Liệu Về Chứng Cuồng Bạn Gái Cũ Của Tôi.,"Có bao giờ trong cuộc đời, bạn không thể quên được người mình đã từng yêu chưa? Bạn gái cũ của Ichimatsu Kairo, Kusakabe Hiyori đột ngột biến mất vào 7 năm trước nay đã xuất hiện trở lại. Thế nhưng, trái lại với cảm xúc nồng nàn đến bùng cháy của Ichimatsu, cô bạn gái cũ này đã nhờ vả anh một điều k...",Chapter 61,Tình trạng: Đang Cập Nhật,"Lượt xem: 273,304","Lượt theo dõi: 1,338",https://truyenqqhot.com/truyen-tranh/chuoi-phim-tai-lieu-ve-chung-cuong-ban-gai-cu-cua-toi-10611
Nghịch Thiên Tà Thần,"Nhất đại thiên tài huyền mạch bị hao tổn trở thành phế vật, gia tộc vứt bỏ, thế nhân chế giễu, thậm chí đêm tân hôn bị người độc hại...... Huyền Thiên chí bảo, luân hồi kính hiện, nghịch thiên cải mệnh, khởi động lại nhân sinh, mang theo cừu hận cùng tiếc nuối, thề phải đăng đỉnh lực lượng đỉnh phon...",Chapter 602,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,493,440","Lượt theo dõi: 21,298",https://truyenqqhot.com/truyen-tranh/nghich-thien-ta-than-5608
Tôi Ở Thế Giới Khác Dựa Dẫm Vào Phụ Nữ,"Trương Hạo ngất đi sau khi nhìn thấy mặt trăng máu trăm năm hiếm có, sau khi tỉnh lại cậu phát hiện ra cả thế giới đã thay đổi... Thuộc tính và quan điểm của nam nữ hoàn toàn bị đảo ngược, nữ gả cho nam biến thành nam gả cho nữ, nhà gái còn phải trả tiền sính lễ. Phụ nữ kiếm tiền nuôi gia đình, còn ...",Chapter 64,Tình trạng: Đang Cập Nhật,"Lượt xem: 957,414","Lượt theo dõi: 4,617",https://truyenqqhot.com/truyen-tranh/toi-o-the-gioi-khac-dua-dam-vao-phu-nu-13044
